City,Station,Date,PM2.5,PM10,NO2,SO2,CO,O3
Kolkata,Station_D,3/31/2024 18:00,251,62,106,60,3.88,34
Kolkata,Station_B,3/31/2024 19:00,151,101,69,63,3.37,132
Bangalore,Station_D,3/31/2024 20:00,152,168,178,29,2.79,124
Chennai,Station_B,3/31/2024 21:00,125,224,101,96,2.58,124
Kolkata,Station_C,3/31/2024 22:00,22,129,83,87,3.74,78
Hyderabad,Station_C,3/31/2024 23:00,264,205,69,67,3.32,138
Chennai,Station_C,4/1/2024 0:00,21,101,110,10,3.5,102
Chennai,Station_C,4/1/2024 1:00,229,276,66,18,1.03,106
Delhi,Station_A,4/1/2024 2:00,218,50,66,97,1.21,97
Delhi,Station_B,4/1/2024 3:00,294,268,16,42,0.96,44
Bangalore,Station_C,4/1/2024 4:00,280,169,79,50,4.17,69
Chennai,Station_D,4/1/2024 5:00,252,173,75,77,1.81,111
Delhi,Station_C,4/1/2024 6:00,212,332,63,57,1.73,125
Mumbai,Station_A,4/1/2024 7:00,259,253,190,21,1.89,64
Delhi,Station_A,4/1/2024 8:00,161,272,175,95,4.61,114
Mumbai,Station_D,4/1/2024 9:00,196,145,52,69,2.71,178
Delhi,Station_A,4/1/2024 10:00,263,214,115,80,1.44,120
Hyderabad,Station_B,4/1/2024 11:00,277,183,10,75,3.78,175
Hyderabad,Station_B,4/1/2024 12:00,99,98,70,66,1.87,138
Kolkata,Station_C,4/1/2024 13:00,264,287,152,94,4.83,155
Hyderabad,Station_C,4/1/2024 14:00,31,145,160,59,0.99,102
Bangalore,Station_D,4/1/2024 15:00,296,94,83,14,1.48,93
Bangalore,Station_C,4/1/2024 16:00,168,357,198,50,1.26,146
Chennai,Station_C,4/1/2024 17:00,218,330,100,10,4.31,179
Mumbai,Station_D,4/1/2024 18:00,184,340,35,38,4.93,90
Hyderabad,Station_C,4/1/2024 19:00,145,265,76,27,1.64,67
Delhi,Station_A,4/1/2024 20:00,203,137,111,98,0.87,43
Bangalore,Station_D,4/1/2024 21:00,210,351,31,38,1.15,12
Mumbai,Station_B,4/1/2024 22:00,97,152,67,53,1.58,119
Chennai,Station_A,4/1/2024 23:00,238,263,195,8,4.03,22
Hyderabad,Station_B,4/2/2024 0:00,22,247,52,38,3.09,140
Mumbai,Station_C,4/2/2024 1:00,105,71,129,61,3.91,86
Chennai,Station_B,4/2/2024 2:00,235,237,129,44,1.49,171
Kolkata,Station_B,4/2/2024 3:00,83,84,34,32,0.97,158
Delhi,Station_D,4/2/2024 4:00,128,144,65,84,1.45,115
Bangalore,Station_A,4/2/2024 5:00,28,287,95,42,2.84,169
Hyderabad,Station_C,4/2/2024 6:00,281,214,177,92,1.85,122
Mumbai,Station_A,4/2/2024 7:00,172,393,55,84,0.63,13
Bangalore,Station_A,4/2/2024 8:00,107,365,92,17,1.44,32
Mumbai,Station_C,4/2/2024 9:00,263,339,78,43,2.15,120
Hyderabad,Station_C,4/2/2024 10:00,103,270,59,81,3.19,20
Hyderabad,Station_C,4/2/2024 11:00,294,276,92,96,4.22,135
Delhi,Station_A,4/2/2024 12:00,221,148,145,5,1.47,121
Mumbai,Station_A,4/2/2024 13:00,258,205,32,31,0.98,93
Delhi,Station_C,4/2/2024 14:00,269,318,17,88,0.6,25
Mumbai,Station_D,4/2/2024 15:00,210,80,11,20,1.04,84
Delhi,Station_C,4/2/2024 16:00,264,130,69,28,4.4,17
Mumbai,Station_A,4/2/2024 17:00,89,322,40,70,3.29,158
Kolkata,Station_C,4/2/2024 18:00,144,187,118,16,3.53,38
Chennai,Station_C,4/2/2024 19:00,53,172,45,61,0.99,35
Bangalore,Station_C,4/2/2024 20:00,230,110,149,7,0.96,25
Hyderabad,Station_B,4/2/2024 21:00,161,184,44,29,2.65,45
Delhi,Station_C,4/2/2024 22:00,189,167,28,76,1.24,73
Mumbai,Station_B,4/2/2024 23:00,284,301,116,73,2.53,89
Hyderabad,Station_D,4/3/2024 0:00,86,296,119,90,2.19,73
Chennai,Station_B,4/3/2024 1:00,289,197,17,10,2.81,74
Hyderabad,Station_A,4/3/2024 2:00,23,261,21,39,1.84,132
Hyderabad,Station_A,4/3/2024 3:00,198,71,122,36,1.85,30
Kolkata,Station_A,4/3/2024 4:00,41,289,42,5,3.56,160
Delhi,Station_B,4/3/2024 5:00,271,208,191,27,1.33,35
Kolkata,Station_C,4/3/2024 6:00,209,343,81,70,0.66,154
Delhi,Station_C,4/3/2024 7:00,247,159,190,87,3.89,95
Chennai,Station_A,4/3/2024 8:00,149,131,58,49,2.97,152
Chennai,Station_A,4/3/2024 9:00,167,343,61,54,3.43,138
Hyderabad,Station_A,4/3/2024 10:00,146,137,150,51,0.69,35
Chennai,Station_D,4/3/2024 11:00,61,213,55,48,2.5,62
Hyderabad,Station_B,4/3/2024 12:00,148,399,55,14,0.51,110
Hyderabad,Station_D,4/3/2024 13:00,255,242,51,49,4.72,143
Mumbai,Station_D,4/3/2024 14:00,222,54,28,80,0.57,111
Mumbai,Station_A,4/3/2024 15:00,140,191,110,97,4.74,162
Bangalore,Station_B,4/3/2024 16:00,33,112,178,16,4.43,94
Hyderabad,Station_C,4/3/2024 17:00,38,52,173,86,2.61,117
Hyderabad,Station_D,4/3/2024 18:00,102,264,170,15,4.21,151
Mumbai,Station_C,4/3/2024 19:00,98,377,115,88,4.46,177
Bangalore,Station_A,4/3/2024 20:00,72,111,59,6,3.68,98
Hyderabad,Station_C,4/3/2024 21:00,117,138,116,6,1.4,115
Chennai,Station_C,4/3/2024 22:00,132,284,114,72,4.2,55
Bangalore,Station_B,4/3/2024 23:00,48,394,121,30,4.5,37
Delhi,Station_A,4/4/2024 0:00,84,136,34,10,4.31,49
Chennai,Station_A,4/4/2024 1:00,68,233,101,62,0.74,60
Bangalore,Station_A,4/4/2024 2:00,154,387,80,90,3.37,75
Bangalore,Station_A,4/4/2024 3:00,216,98,74,82,2.1,63
Chennai,Station_C,4/4/2024 4:00,21,110,95,48,1.63,99
Bangalore,Station_C,4/4/2024 5:00,163,228,165,80,2.8,142
Chennai,Station_A,4/4/2024 6:00,58,369,179,91,2.69,37
Hyderabad,Station_D,4/4/2024 7:00,176,340,38,74,2.5,128
Chennai,Station_B,4/4/2024 8:00,235,69,11,30,1.27,43
Chennai,Station_B,4/4/2024 9:00,202,325,16,39,1.67,64
Chennai,Station_B,4/4/2024 10:00,134,221,23,8,1.57,99
Delhi,Station_C,4/4/2024 11:00,156,115,148,35,4.04,11
Bangalore,Station_C,4/4/2024 12:00,237,322,122,44,3.4,104
Mumbai,Station_D,4/4/2024 13:00,281,83,129,82,0.92,125
Delhi,Station_B,4/4/2024 14:00,290,79,55,56,3.9,85
Kolkata,Station_B,4/4/2024 15:00,187,86,139,30,4.98,11
Delhi,Station_B,4/4/2024 16:00,80,203,16,20,0.62,58
Delhi,Station_C,4/4/2024 17:00,69,136,124,96,4.03,121
Hyderabad,Station_B,4/4/2024 18:00,172,382,68,64,3.61,168
Kolkata,Station_A,4/4/2024 19:00,200,115,149,48,2.68,136
Hyderabad,Station_D,4/4/2024 20:00,280,52,142,46,3,122
Mumbai,Station_A,4/4/2024 21:00,174,204,186,78,2.71,59
Bangalore,Station_B,4/4/2024 22:00,114,167,168,80,2.2,115
Mumbai,Station_B,4/4/2024 23:00,198,194,25,25,1.08,86
Delhi,Station_A,4/5/2024 0:00,67,193,110,5,3.08,34
Delhi,Station_B,4/5/2024 1:00,77,347,174,32,3.9,108
Delhi,Station_B,4/5/2024 2:00,142,135,85,93,0.58,170
Delhi,Station_C,4/5/2024 3:00,241,190,98,38,3.09,52
Delhi,Station_B,4/5/2024 4:00,103,155,80,11,1.63,20
Delhi,Station_A,4/5/2024 5:00,111,151,194,16,0.84,72
Bangalore,Station_C,4/5/2024 6:00,276,87,171,43,4.6,140
Delhi,Station_A,4/5/2024 7:00,35,155,192,28,2.11,54
Hyderabad,Station_B,4/5/2024 8:00,57,250,23,93,3.66,155
Bangalore,Station_C,4/5/2024 9:00,62,216,80,59,4.51,25
Kolkata,Station_A,4/5/2024 10:00,263,299,147,29,1.13,90
Hyderabad,Station_A,4/5/2024 11:00,67,146,131,33,3.93,79
Hyderabad,Station_B,4/5/2024 12:00,144,325,48,83,0.76,67
Bangalore,Station_C,4/5/2024 13:00,226,343,80,36,1.18,44
Mumbai,Station_C,4/5/2024 14:00,94,51,47,68,4.19,25
Chennai,Station_D,4/5/2024 15:00,226,392,33,18,4.41,87
Mumbai,Station_D,4/5/2024 16:00,61,135,160,24,4.37,62
Bangalore,Station_A,4/5/2024 17:00,249,260,114,13,1.61,108
Chennai,Station_B,4/5/2024 18:00,137,149,48,59,1.78,87
Mumbai,Station_D,4/5/2024 19:00,258,252,86,86,4.35,58
Chennai,Station_C,4/5/2024 20:00,109,307,166,81,1.81,61
Mumbai,Station_B,4/5/2024 21:00,141,208,80,26,0.71,88
Kolkata,Station_D,4/5/2024 22:00,145,239,51,91,2.52,162
Mumbai,Station_B,4/5/2024 23:00,267,54,114,90,1.43,48
Bangalore,Station_D,4/6/2024 0:00,23,128,24,79,4.96,40
Mumbai,Station_D,4/6/2024 1:00,180,90,45,69,4.05,67
Hyderabad,Station_B,4/6/2024 2:00,45,165,157,64,2.26,52
Bangalore,Station_C,4/6/2024 3:00,202,212,197,23,4.5,168
Chennai,Station_B,4/6/2024 4:00,240,305,122,60,2.68,66
Kolkata,Station_C,4/6/2024 5:00,24,249,150,70,4.44,51
Kolkata,Station_B,4/6/2024 6:00,219,269,94,27,2.49,101
Chennai,Station_C,4/6/2024 7:00,215,262,75,58,3.2,122
Hyderabad,Station_C,4/6/2024 8:00,25,339,160,15,3.99,111
Delhi,Station_C,4/6/2024 9:00,195,352,38,32,2.43,142
Bangalore,Station_C,4/6/2024 10:00,211,335,65,44,2.69,39
Hyderabad,Station_D,4/6/2024 11:00,28,321,88,23,0.81,35
Delhi,Station_B,4/6/2024 12:00,97,333,188,61,4.67,93
Mumbai,Station_D,4/6/2024 13:00,226,333,158,86,3.74,135
Mumbai,Station_C,4/6/2024 14:00,235,306,38,38,1.67,142
Delhi,Station_D,4/6/2024 15:00,259,356,164,50,1.51,51
Hyderabad,Station_D,4/6/2024 16:00,281,206,10,56,3.65,50
Bangalore,Station_D,4/6/2024 17:00,194,189,103,98,1.95,21
Hyderabad,Station_C,4/6/2024 18:00,63,359,45,22,2.23,103
Kolkata,Station_A,4/6/2024 19:00,53,207,77,40,4.37,85
Mumbai,Station_D,4/6/2024 20:00,59,335,60,28,1.35,58
Hyderabad,Station_C,4/6/2024 21:00,193,397,168,19,3.46,13
Hyderabad,Station_B,4/6/2024 22:00,68,172,111,42,2.52,75
Chennai,Station_B,4/6/2024 23:00,272,244,141,21,0.71,94
Hyderabad,Station_A,4/7/2024 0:00,152,312,148,38,3.09,73
Bangalore,Station_A,4/7/2024 1:00,274,71,46,58,4.63,144
Bangalore,Station_B,4/7/2024 2:00,22,310,21,48,1.06,47
Bangalore,Station_D,4/7/2024 3:00,266,102,131,11,2.67,174
Hyderabad,Station_B,4/7/2024 4:00,233,181,171,38,3.77,84
Mumbai,Station_B,4/7/2024 5:00,34,342,61,64,1.92,97
Delhi,Station_B,4/7/2024 6:00,194,232,138,45,0.79,61
Kolkata,Station_D,4/7/2024 7:00,191,351,115,46,4.37,143
Delhi,Station_D,4/7/2024 8:00,34,170,138,40,1.08,169
Kolkata,Station_B,4/7/2024 9:00,182,392,124,38,4.29,105
Hyderabad,Station_B,4/7/2024 10:00,28,394,80,67,3.5,113
Hyderabad,Station_B,4/7/2024 11:00,80,207,110,30,2.25,57
Chennai,Station_A,4/7/2024 12:00,58,98,95,26,1.13,140
Hyderabad,Station_B,4/7/2024 13:00,271,107,167,82,4.29,126
Bangalore,Station_D,4/7/2024 14:00,111,64,37,14,4.68,154
Delhi,Station_A,4/7/2024 15:00,126,140,47,84,3.24,40
Mumbai,Station_C,4/7/2024 16:00,90,389,30,77,3.62,98
Mumbai,Station_D,4/7/2024 17:00,115,125,24,62,2.51,61
Kolkata,Station_B,4/7/2024 18:00,23,138,148,47,3.97,44
Delhi,Station_C,4/7/2024 19:00,271,224,99,48,2.62,128
Hyderabad,Station_D,4/7/2024 20:00,159,397,123,81,3.4,56
Chennai,Station_B,4/7/2024 21:00,122,301,39,41,4.95,10
Chennai,Station_B,4/7/2024 22:00,279,172,78,10,2.05,136
Mumbai,Station_A,4/7/2024 23:00,194,392,11,7,2.31,62
Chennai,Station_A,4/8/2024 0:00,94,181,193,17,2.8,167
Kolkata,Station_D,4/8/2024 1:00,78,378,53,59,4.1,129
Chennai,Station_D,4/8/2024 2:00,150,166,77,26,0.72,46
Kolkata,Station_B,4/8/2024 3:00,115,254,39,63,4.39,156
Chennai,Station_D,4/8/2024 4:00,160,311,61,43,4.48,144
Delhi,Station_C,4/8/2024 5:00,227,191,63,26,3.23,95
Mumbai,Station_C,4/8/2024 6:00,290,186,27,36,3.84,73
Kolkata,Station_D,4/8/2024 7:00,165,125,31,14,4.68,28
Bangalore,Station_C,4/8/2024 8:00,142,140,110,53,2.92,179
Delhi,Station_A,4/8/2024 9:00,58,183,175,40,1.08,125
Mumbai,Station_D,4/8/2024 10:00,192,148,112,8,2.98,43
Bangalore,Station_D,4/8/2024 11:00,223,80,166,45,3.98,98
Hyderabad,Station_D,4/8/2024 12:00,175,100,160,56,1.46,21
Mumbai,Station_B,4/8/2024 13:00,119,109,17,17,4.88,63
Delhi,Station_B,4/8/2024 14:00,84,379,53,55,0.79,55
Kolkata,Station_C,4/8/2024 15:00,224,74,134,8,1.3,39
Bangalore,Station_B,4/8/2024 16:00,136,187,124,25,1.9,162
Delhi,Station_C,4/8/2024 17:00,274,248,141,52,1.84,84
Kolkata,Station_C,4/8/2024 18:00,276,65,76,15,4.25,139
Hyderabad,Station_D,4/8/2024 19:00,187,296,115,46,0.76,116
Hyderabad,Station_D,4/8/2024 20:00,255,242,30,19,1.67,143
Kolkata,Station_A,4/8/2024 21:00,72,243,121,52,3.21,161
Mumbai,Station_C,4/8/2024 22:00,198,325,159,70,1.99,42
Hyderabad,Station_C,4/8/2024 23:00,207,219,138,87,0.99,75
Delhi,Station_D,4/9/2024 0:00,168,132,189,44,2.17,127
Chennai,Station_D,4/9/2024 1:00,106,258,16,90,3.86,101
Chennai,Station_C,4/9/2024 2:00,85,120,36,99,2.52,150
Bangalore,Station_D,4/9/2024 3:00,181,268,32,50,1,64
Chennai,Station_A,4/9/2024 4:00,82,137,164,47,4.79,138
Kolkata,Station_D,4/9/2024 5:00,21,277,182,20,0.92,128
Delhi,Station_C,4/9/2024 6:00,99,148,54,27,0.91,86
Mumbai,Station_C,4/9/2024 7:00,104,343,102,93,2.48,24
Bangalore,Station_D,4/9/2024 8:00,172,369,126,52,4.9,13
Chennai,Station_D,4/9/2024 9:00,245,222,10,56,4.11,10
Hyderabad,Station_B,4/9/2024 10:00,256,209,119,78,0.81,134
Chennai,Station_A,4/9/2024 11:00,86,57,56,66,2.75,147
Chennai,Station_A,4/9/2024 12:00,44,129,92,67,4.43,138
Hyderabad,Station_A,4/9/2024 13:00,90,299,26,87,3.67,150
Mumbai,Station_A,4/9/2024 14:00,128,325,196,86,1.39,167
Delhi,Station_A,4/9/2024 15:00,50,354,98,50,4.72,47
Hyderabad,Station_D,4/9/2024 16:00,123,214,173,72,3.24,66
Hyderabad,Station_B,4/9/2024 17:00,79,155,149,15,0.61,104
Delhi,Station_C,4/9/2024 18:00,189,347,174,60,0.6,38
Delhi,Station_C,4/9/2024 19:00,201,347,18,92,4.72,75
Bangalore,Station_A,4/9/2024 20:00,96,268,182,41,2.67,175
Bangalore,Station_D,4/9/2024 21:00,265,151,160,24,2.94,74
Mumbai,Station_C,4/9/2024 22:00,160,130,188,32,1.03,102
Kolkata,Station_A,4/9/2024 23:00,28,54,69,29,4.8,138
Chennai,Station_D,4/10/2024 0:00,34,299,180,80,0.58,136
Chennai,Station_B,4/10/2024 1:00,179,366,81,66,2.22,107
Hyderabad,Station_A,4/10/2024 2:00,137,271,161,16,3.62,107
Hyderabad,Station_A,4/10/2024 3:00,69,74,164,73,2.24,176
Hyderabad,Station_A,4/10/2024 4:00,36,147,69,85,3.05,129
Hyderabad,Station_D,4/10/2024 5:00,47,355,87,29,2.34,105
Hyderabad,Station_B,4/10/2024 6:00,193,51,142,30,2.31,95
Kolkata,Station_D,4/10/2024 7:00,218,157,160,99,4.15,88
Delhi,Station_B,4/10/2024 8:00,139,133,29,83,4.74,66
Delhi,Station_C,4/10/2024 9:00,64,176,19,7,1.2,105
Mumbai,Station_B,4/10/2024 10:00,68,153,17,30,1.61,88
Bangalore,Station_A,4/10/2024 11:00,275,168,106,93,0.7,108
Mumbai,Station_B,4/10/2024 12:00,104,264,46,66,3.46,59
Delhi,Station_A,4/10/2024 13:00,81,380,125,30,1.4,105
Kolkata,Station_D,4/10/2024 14:00,182,240,11,42,1.32,28
Delhi,Station_C,4/10/2024 15:00,250,370,180,6,2.86,163
Kolkata,Station_A,4/10/2024 16:00,87,332,112,92,4.82,51
Chennai,Station_B,4/10/2024 17:00,83,255,78,88,2.52,116
Hyderabad,Station_B,4/10/2024 18:00,120,304,41,66,2.32,97
Hyderabad,Station_B,4/10/2024 19:00,272,286,13,76,1.33,97
Hyderabad,Station_B,4/10/2024 20:00,176,111,69,69,3.61,56
Chennai,Station_A,4/10/2024 21:00,238,123,174,65,2.36,173
Delhi,Station_A,4/10/2024 22:00,180,207,193,76,3.15,54
Hyderabad,Station_C,4/10/2024 23:00,150,324,82,66,1.64,73
Mumbai,Station_C,4/11/2024 0:00,260,285,31,14,4.12,82
Hyderabad,Station_A,4/11/2024 1:00,220,394,61,5,3.52,135
Kolkata,Station_D,4/11/2024 2:00,184,88,31,86,2.64,110
Mumbai,Station_D,4/11/2024 3:00,270,171,28,6,2.9,83
Mumbai,Station_C,4/11/2024 4:00,212,181,169,11,2.84,69
Kolkata,Station_A,4/11/2024 5:00,262,75,25,31,3.66,71
Mumbai,Station_A,4/11/2024 6:00,89,274,25,79,4.11,43
Mumbai,Station_D,4/11/2024 7:00,184,288,41,37,3.68,99
Chennai,Station_C,4/11/2024 8:00,144,144,95,38,4.14,16
Bangalore,Station_B,4/11/2024 9:00,253,94,130,17,3.1,94
Chennai,Station_D,4/11/2024 10:00,299,212,51,5,4.89,64
Chennai,Station_D,4/11/2024 11:00,224,134,23,25,2.19,88
Delhi,Station_D,4/11/2024 12:00,207,271,70,14,2.62,94
Hyderabad,Station_D,4/11/2024 13:00,147,101,123,41,2.17,27
Delhi,Station_C,4/11/2024 14:00,186,181,133,7,1.89,112
Mumbai,Station_C,4/11/2024 15:00,93,84,181,72,4.06,18
Chennai,Station_A,4/11/2024 16:00,280,341,35,24,1.86,61
Bangalore,Station_D,4/11/2024 17:00,210,165,47,79,1.77,128
Bangalore,Station_A,4/11/2024 18:00,92,215,12,10,1.17,48
Chennai,Station_A,4/11/2024 19:00,182,390,145,94,4.09,107
Bangalore,Station_D,4/11/2024 20:00,194,290,99,25,2.43,23
Kolkata,Station_D,4/11/2024 21:00,53,70,198,60,3.71,122
Hyderabad,Station_A,4/11/2024 22:00,89,155,194,74,1.27,153
Kolkata,Station_D,4/11/2024 23:00,218,245,164,94,2.01,38
Delhi,Station_D,4/12/2024 0:00,246,231,189,5,0.92,49
Bangalore,Station_A,4/12/2024 1:00,90,264,199,91,4.91,135
Bangalore,Station_D,4/12/2024 2:00,238,171,99,79,1.77,170
Delhi,Station_A,4/12/2024 3:00,281,339,78,99,1.06,178
Hyderabad,Station_C,4/12/2024 4:00,153,241,186,92,2.39,84
Mumbai,Station_C,4/12/2024 5:00,268,369,180,30,3.77,79
Mumbai,Station_D,4/12/2024 6:00,211,220,161,38,1.97,24
Chennai,Station_D,4/12/2024 7:00,147,233,183,91,1.92,169
Kolkata,Station_B,4/12/2024 8:00,75,372,34,50,3.83,99
Kolkata,Station_A,4/12/2024 9:00,60,236,41,74,1.19,11
Chennai,Station_C,4/12/2024 10:00,63,202,162,48,4.87,161
Chennai,Station_D,4/12/2024 11:00,47,117,54,74,1.28,162
Bangalore,Station_D,4/12/2024 12:00,266,91,184,99,0.73,29
Bangalore,Station_C,4/12/2024 13:00,221,320,113,28,3.63,76
Bangalore,Station_C,4/12/2024 14:00,38,56,37,82,2.3,126
Bangalore,Station_D,4/12/2024 15:00,291,285,91,98,1.62,178
Kolkata,Station_A,4/12/2024 16:00,71,263,172,17,2.36,77
Bangalore,Station_B,4/12/2024 17:00,106,158,78,39,4.81,23
Chennai,Station_B,4/12/2024 18:00,262,155,62,25,4.02,55
Bangalore,Station_C,4/12/2024 19:00,186,105,197,6,3.62,142
Hyderabad,Station_A,4/12/2024 20:00,120,221,120,65,1.8,63
Hyderabad,Station_D,4/12/2024 21:00,165,150,157,71,2.52,50
Kolkata,Station_A,4/12/2024 22:00,45,270,170,76,1.61,150
Chennai,Station_D,4/12/2024 23:00,130,279,43,88,0.54,173
Kolkata,Station_A,4/13/2024 0:00,76,98,115,40,0.61,39
Mumbai,Station_A,4/13/2024 1:00,132,352,52,43,4.95,80
Mumbai,Station_D,4/13/2024 2:00,266,369,102,30,4.5,48
Hyderabad,Station_C,4/13/2024 3:00,60,119,197,78,2.84,149
Bangalore,Station_A,4/13/2024 4:00,246,96,40,60,1.98,112
Chennai,Station_C,4/13/2024 5:00,263,63,198,44,0.62,12
Chennai,Station_D,4/13/2024 6:00,169,163,148,14,0.73,40
Mumbai,Station_D,4/13/2024 7:00,222,86,22,67,1.89,10
Chennai,Station_D,4/13/2024 8:00,159,369,128,55,3.84,133
Chennai,Station_B,4/13/2024 9:00,194,370,134,30,1.25,117
Mumbai,Station_D,4/13/2024 10:00,165,61,25,87,3.5,125
Kolkata,Station_D,4/13/2024 11:00,189,203,54,53,3.75,154
Bangalore,Station_A,4/13/2024 12:00,120,143,183,54,1.38,157
Delhi,Station_D,4/13/2024 13:00,174,243,180,54,3.07,92
Kolkata,Station_B,4/13/2024 14:00,196,145,47,70,2.2,94
Chennai,Station_B,4/13/2024 15:00,203,199,101,40,1.82,54
Hyderabad,Station_C,4/13/2024 16:00,156,314,189,44,3.93,147
Delhi,Station_A,4/13/2024 17:00,252,182,50,51,3.89,139
Hyderabad,Station_B,4/13/2024 18:00,263,308,173,87,2.45,45
Bangalore,Station_A,4/13/2024 19:00,254,181,169,81,4.63,80
Hyderabad,Station_C,4/13/2024 20:00,268,176,150,44,3.37,74
Hyderabad,Station_B,4/13/2024 21:00,291,281,13,64,4.65,154
Hyderabad,Station_A,4/13/2024 22:00,198,295,170,45,4.05,48
Kolkata,Station_B,4/13/2024 23:00,29,115,175,98,1.67,155
Chennai,Station_B,4/14/2024 0:00,60,251,36,96,4.08,107
Hyderabad,Station_B,4/14/2024 1:00,152,141,179,23,0.98,96
Bangalore,Station_D,4/14/2024 2:00,145,67,191,46,1.87,142
Bangalore,Station_A,4/14/2024 3:00,294,312,37,54,1.05,64
Kolkata,Station_A,4/14/2024 4:00,234,370,18,88,4.39,69
Chennai,Station_A,4/14/2024 5:00,223,121,141,85,3.97,102
Kolkata,Station_A,4/14/2024 6:00,185,381,141,40,1.36,58
Kolkata,Station_A,4/14/2024 7:00,200,340,68,16,1.03,50
Bangalore,Station_A,4/14/2024 8:00,150,174,194,68,1.53,45
Chennai,Station_A,4/14/2024 9:00,200,100,169,32,2.67,138
Bangalore,Station_B,4/14/2024 10:00,26,102,56,26,4.11,91
Delhi,Station_C,4/14/2024 11:00,46,268,172,48,2.03,96
Hyderabad,Station_D,4/14/2024 12:00,30,378,20,84,1.7,45
Delhi,Station_B,4/14/2024 13:00,154,50,118,68,2.23,105
Delhi,Station_D,4/14/2024 14:00,71,233,159,47,4.24,128
Kolkata,Station_C,4/14/2024 15:00,257,148,34,11,1.84,47
Chennai,Station_C,4/14/2024 16:00,202,193,47,90,0.93,139
Chennai,Station_C,4/14/2024 17:00,241,148,99,76,3.7,55
Hyderabad,Station_A,4/14/2024 18:00,124,364,169,71,4.06,80
Kolkata,Station_D,4/14/2024 19:00,248,227,31,62,3.48,139
Mumbai,Station_B,4/14/2024 20:00,228,180,27,63,4.32,169
Hyderabad,Station_D,4/14/2024 21:00,185,326,116,68,2.33,25
Kolkata,Station_C,4/14/2024 22:00,286,132,52,9,2.98,21
Kolkata,Station_B,4/14/2024 23:00,145,281,137,9,1.85,101
Delhi,Station_A,4/15/2024 0:00,137,151,167,69,3.67,170
Mumbai,Station_B,4/15/2024 1:00,237,352,144,39,1.87,138
Hyderabad,Station_D,4/15/2024 2:00,163,288,131,73,1.25,100
Bangalore,Station_D,4/15/2024 3:00,88,345,16,71,3.05,175
Kolkata,Station_A,4/15/2024 4:00,63,240,144,68,2.59,71
Bangalore,Station_C,4/15/2024 5:00,65,90,133,84,0.53,82
Chennai,Station_A,4/15/2024 6:00,217,265,143,54,1.66,118
Chennai,Station_C,4/15/2024 7:00,281,225,25,35,0.96,131
Mumbai,Station_A,4/15/2024 8:00,291,164,18,98,4.23,163
Hyderabad,Station_D,4/15/2024 9:00,227,359,152,21,3.06,124
Kolkata,Station_D,4/15/2024 10:00,136,106,120,9,1.58,24
Chennai,Station_D,4/15/2024 11:00,106,160,53,87,2.63,22
Bangalore,Station_A,4/15/2024 12:00,292,290,156,25,1.9,131
Hyderabad,Station_B,4/15/2024 13:00,207,50,86,83,3.48,15
Bangalore,Station_C,4/15/2024 14:00,295,314,181,95,3.27,24
Chennai,Station_A,4/15/2024 15:00,140,193,166,32,0.91,157
Bangalore,Station_A,4/15/2024 16:00,272,85,73,28,3.67,113
Mumbai,Station_D,4/15/2024 17:00,118,162,13,32,1.35,178
Bangalore,Station_C,4/15/2024 18:00,230,149,124,83,3.41,146
Kolkata,Station_A,4/15/2024 19:00,27,297,186,88,2.12,75
Mumbai,Station_A,4/15/2024 20:00,30,382,37,54,4.65,139
Kolkata,Station_A,4/15/2024 21:00,127,112,110,92,3.16,176
Hyderabad,Station_C,4/15/2024 22:00,62,280,61,22,3.41,63
Delhi,Station_D,4/15/2024 23:00,110,309,190,94,2.1,138
Delhi,Station_A,4/16/2024 0:00,99,124,66,81,0.87,81
Bangalore,Station_A,4/16/2024 1:00,131,353,20,30,3.83,126
Hyderabad,Station_B,4/16/2024 2:00,285,146,197,30,2.93,108
Hyderabad,Station_B,4/16/2024 3:00,183,387,143,35,0.59,23
Bangalore,Station_C,4/16/2024 4:00,112,272,132,88,3.3,161
Hyderabad,Station_D,4/16/2024 5:00,128,316,191,87,4.76,101
Delhi,Station_A,4/16/2024 6:00,31,132,174,82,2.58,106
Chennai,Station_B,4/16/2024 7:00,291,157,36,61,3.51,51
Chennai,Station_B,4/16/2024 8:00,278,141,33,29,3.66,169
Kolkata,Station_A,4/16/2024 9:00,183,58,66,40,1.1,64
Delhi,Station_C,4/16/2024 10:00,223,349,80,93,3.66,120
Bangalore,Station_C,4/16/2024 11:00,27,151,156,70,3.13,130
Delhi,Station_C,4/16/2024 12:00,88,116,189,85,3.94,116
Delhi,Station_D,4/16/2024 13:00,147,266,56,93,3.88,122
Delhi,Station_C,4/16/2024 14:00,251,180,49,50,0.81,65
Bangalore,Station_C,4/16/2024 15:00,179,329,43,77,0.72,152
Delhi,Station_D,4/16/2024 16:00,144,74,192,5,2.47,61
Mumbai,Station_D,4/16/2024 17:00,155,360,194,13,2.61,54
Hyderabad,Station_D,4/16/2024 18:00,297,161,165,47,0.51,42
Chennai,Station_B,4/16/2024 19:00,48,171,127,52,1.44,90
Bangalore,Station_C,4/16/2024 20:00,100,145,165,10,2.75,48
Bangalore,Station_D,4/16/2024 21:00,285,181,134,49,3.62,134
Delhi,Station_D,4/16/2024 22:00,131,314,96,30,1.17,176
